term,catalog_year,prefix,number,title,description,units,sections_offered,url
Fall 2025,2025-2026,MKT,437,Sales Management,"Familiarize students with the concepts, theory and practice of sales force management. Relate the role of sales force management with marketing management and organizational relationships within other functions of the firm. Application of sales management techniques, including leading, training, motivating and evaluating the sales force. Identify managerial and technological advancements of contemporary sales management. Letter grade only.",3,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=005510&term=1257
Fall 2025,2025-2026,MKT,348,Marketing Communication Strategy,"This course examines communication strategy in brand marketing and demand marketing. Topics include brand positioning to build awareness, consumer decision-making processes, brand funnels, messaging and campaign development, and optimization approaches such as A/B testing. Students learn to coordinate across all communication channels to meet the marketing objectives of the firm. Letter grade only.",3,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=005511&term=1257
Fall 2025,2025-2026,MKT,439,Marketing Research,"Conceptual and practical considerations in conducting and using marketing research in decision making. Topics include problem definition, questionnaire design, data collection, sampling, data analysis, and use of scanner data. Letter grade only.",3,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=005512&term=1257
Fall 2025,2025-2026,MKT,450,Digital Marketing,"Provides students with e-digital marketing strategies being used in today's business environment. Use existing digital technologies to address marketing needs of organizations and consumers and to manage customer relationships. Key areas include web analytics, search engine optimization, paid search marketing, display advertising, social medial marketing, e-mail marketing, and mobile marketing. Letter grade only.",3,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=005513&term=1257
Fall 2025,2025-2026,MKT,480,International Marketing,Marketing opportunities and strategies for multinational organizations. Special attention given to planning and implementing marketing mix variables in international settings. Letter grade only.,3,Spring 2026; Summer 2026,https://catalog.nau.edu/Courses/course?courseId=005514&term=1257
Fall 2025,2025-2026,MKT,485,Undergraduate Research,Individualized original research under the supervision of a research adviser.  Pass-fail only.  May be repeated for up to 12 units of credit.,1-6,,https://catalog.nau.edu/Courses/course?courseId=005515&term=1257
Fall 2025,2025-2026,MKT,494,Strategic Marketing,"Application and integration of key marketing concepts to plan, implement, and control marketing activities. Incorporates recent trends in marketing practice for decision making, evaluating, and/or developing marketing plans. Letter grade only.",3,Spring 2026; Summer 2026,https://catalog.nau.edu/Courses/course?courseId=005516&term=1257
Fall 2025,2025-2026,MKT,497,Independent Study,Individualized approach to selected topics by guided reading and critical evaluation.  Department consent required.  Pass-fail only.  No repeat limit.  Please complete the Independent Study Proposal form and obtain signatures of approval BEFORE registering. https://nau.edu/wp-content/uploads/sites/26/Independent_Study_Form_FINAL-3.pdf,1-6,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=005517&term=1257
Fall 2025,2025-2026,MKT,499,Contemporary Developments,Examines recent trends and investigations in a selected area.  Letter grade only.  May be repeated for credit.,1-3,,https://catalog.nau.edu/Courses/course?courseId=005519&term=1257
Fall 2025,2025-2026,MKT,599,Contemporary Developments,Examines recent trends and investigations in a selected area of a particular field of study.  May be offered no more than three times before being submitted for a permanent course number.  Letter grade only.  May be repeated for credit.,1-3,,https://catalog.nau.edu/Courses/course?courseId=005522&term=1257
Fall 2025,2025-2026,MKT,299,Special Topics,"In-depth study of an aspect, concept, or problem.  A specific topic may be offered under this course line no more than three times.  Letter grade only. May be repeated for up to 6 units of credit.",1-3,,https://catalog.nau.edu/Courses/course?courseId=010450&term=1257
Fall 2025,2025-2026,MKT,303H,Concepts In Marketing - Honors,"Overview of high-level marketing concepts and practices to provide foundational skills for those without a business background. Topics include the impact of external forces on marketing decisions; segmentation, targeting, and positioning; marketing strategies across the marketing mix; and role of marketing in social and environmental progress. (Note: This course will not count to meet major specific requirements for students pursuing a degree in accountancy, business analytics, economics, finance, information systems, management or marketing). Letter grade only.",3,,https://catalog.nau.edu/Courses/course?courseId=011452&term=1257
Fall 2025,2025-2026,MKT,434,Marketing For Society,"Using marketing to influence a target market to change individual behaviors for the betterment of individuals and/or societies. Application of marketing strategies for non-profits, agencies and other organizations with strong social objectives. Letter grade only.",3,,https://catalog.nau.edu/Courses/course?courseId=011848&term=1257
Fall 2025,2025-2026,MKT,435,Sales Strategy And Technology,"This course examines the use of advanced sales techniques and technologies and their application in different stages of the sales process. Students are introduced to customer relationship management (CRM) theory, strategies, and its application across the customer life-cycle stages of customer acquisition, retention, and development. Students develop proficiency of CRM technology through hands-on practice with a current CRM system. Letter grade only.",3,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=011849&term=1257
Fall 2025,2025-2026,MKT,408H,Fieldwork Experience - Honors,Supervised field experience in an appropriate agency or organization. Pass/Fail only. May be repeated for credit.,1-12,,https://catalog.nau.edu/Courses/course?courseId=012726&term=1257
Fall 2025,2025-2026,MKT,480H,International Marketing - Honors,Marketing opportunities and strategies for multinational organizations. Special attention given to planning and implementing marketing mix variables in international settings. Letter grade only.,3,,https://catalog.nau.edu/Courses/course?courseId=012729&term=1257
Fall 2025,2025-2026,MKT,333H,Introduction To Marketing - Honors,"Orientation to basic marketing concepts and practices. Topics include the impact of external forces on marketing decisions; segmentation, targeting, and positioning; marketing strategies across the marketing mix; and the role of marketing in social and environmental progress. Letter grade only.",3,,https://catalog.nau.edu/Courses/course?courseId=012752&term=1257
Fall 2025,2025-2026,MKT,348H,Marketing Communication Strategy - Honors,"This course examines communication strategy in brand marketing and demand marketing. Topics include brand positioning to build awareness, consumer decision-making processes, brand funnels, messaging and campaign development, and optimization approaches such as A/B testing. Students learn to coordinate across all communication channels to meet the marketing objectives of the firm. Letter grade only.",3,,https://catalog.nau.edu/Courses/course?courseId=012871&term=1257
Fall 2025,2025-2026,MKT,494H,Strategic Marketing - Honors,"Application and integration of key marketing concepts to plan, implement, and control marketing activities. Incorporates recent trends in marketing practice for decision making, evaluating, and/or developing marketing plans. Letter grade only.",3,,https://catalog.nau.edu/Courses/course?courseId=013450&term=1257
Fall 2025,2025-2026,MKT,435H,Sales Strategy And Technology - Honors,"This course examines the use of advanced sales techniques and technologies and their application in different stages of the sales process. Students are introduced to customer relationship management (CRM) theory, strategies, and its application across the customer life-cycle stages of customer acquisition, retention, and development. Students develop proficiency of CRM technology through hands-on practice with a current CRM system. Letter grade only.",3,,https://catalog.nau.edu/Courses/course?courseId=013616&term=1257
Fall 2025,2025-2026,MKT,470,Professional Sales Practicum,"Practical application of selling skills that are needed to represent NAU at sales-related competitions: internal, regional, national and international.  Students learn how to create and participate in high-impact persuasion events including speed selling, sales management case studies, professional selling role plays, and Video Resume (Visume) competitions. Through extensive hands-on activities and practice, students will improve communication skills, build overall confidence in selling, and network with business professionals to help them secure an internship or job. Instructor consent required. Pass/Fail only.",2,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=013617&term=1257
Fall 2025,2025-2026,MKT,450H,Digital Marketing - Honors,"Provides students with e-digital marketing strategies being used in today's business environment. Use existing digital technologies to address marketing needs of organizations and consumers and to manage customer relationships. Key areas include web analytics, search engine optimization, paid search marketing, display advertising, social medial marketing, e-mail marketing, and mobile marketing. Letter grade only.",3,,https://catalog.nau.edu/Courses/course?courseId=013924&term=1257
Fall 2025,2025-2026,MKT,437H,Sales Management - Honors,"Familiarize students with the concepts, theory and practice of sales force management. Relate the role of sales force management with marketing management and organizational relationships within other functions of the firm. Application of sales management techniques, including leading, training, motivating and evaluating the sales force. Identify managerial and technological advancements of contemporary sales management. Letter grade only.",3,,https://catalog.nau.edu/Courses/course?courseId=013927&term=1257
Fall 2025,2025-2026,MKT,334H,Consumer Behavior And Satisfaction - Honors,"Behavioral concepts for examining customer behavior. Consumer decision processes, individual differences, and external influences that affect behavior and marketing practices. Relationship building and customer satisfaction to enhance customer retention. Letter grade only.",3,,https://catalog.nau.edu/Courses/course?courseId=014145&term=1257
Fall 2025,2025-2026,MKT,337H,Professional Selling - Honors,"Practical application of selling skills and techniques, interpersonal communication skills, and long-term business relationship development. Identification of key factors for organizing, training, and motivating the sales force. Letter grade only.",3,,https://catalog.nau.edu/Courses/course?courseId=014609&term=1257
Fall 2025,2025-2026,MOL,541,Introduction To Project Management,"Effective supervision of projects. Emphasis will be placed on specific skills and activities that promote efficient projects planning and execution and through control, coordination, and administration. Personnel management in terms of requisite supervisory skills is presented. Productivity measurement and improvement are introduced. Letter grade only.",3,Spring 2026; Summer 2026,https://catalog.nau.edu/Courses/course?courseId=009462&term=1257
Fall 2025,2025-2026,MOL,688,Capstone Project,"Advanced organizational level leadership theory, degree synthesis case studies and student emphasis driven leadership research papers. Department consent required. Pass/Fail only.",3,Spring 2026; Summer 2026,https://catalog.nau.edu/Courses/course?courseId=009831&term=1257
Fall 2025,2025-2026,MOL,515,Principles Of Leadership,"Introduction to general leadership theory, knowledge, and skills. Letter grade only.",3,Spring 2026; Summer 2026,https://catalog.nau.edu/Courses/course?courseId=009976&term=1257
Fall 2025,2025-2026,MOL,555,"Diversity, Conflict And Communication",Innovation in organizations though engagement of diverse cultures and the effective conflict negotiation and communication skill sets that make it possible. Letter grade only.,3,Spring 2026; Summer 2026,https://catalog.nau.edu/Courses/course?courseId=009981&term=1257
Fall 2025,2025-2026,MOL,675,Leading Change,"Overview of the change process, models of change and effective leadership strategies for engaging innovation, change and roadblocks to change. Letter grade only.",3,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=009982&term=1257
Fall 2025,2025-2026,MOL,590,"Strategic Planning, Implementation And Evaluation","Introduction to program evaluation theory and methodology in program planning, implementation, strategic management and overall administration. Letter grade only.",3,Spring 2026; Summer 2026,https://catalog.nau.edu/Courses/course?courseId=010037&term=1257
Fall 2025,2025-2026,MOL,599,Contemporary Developments,Examines recent trends and investigations in a selected area of a particular field of study.  May be offered no more than three times before being submitted for a permanent course number.  May be repeated for credit.  Pass-fail or letter grade.,1-3,,https://catalog.nau.edu/Courses/course?courseId=010174&term=1257
Fall 2025,2025-2026,MOL,660,Effective Decision Making,"Decision making theory, decision model building and decision model utilization with a particular emphasis on bias and other obstacles to objectivity. Letter grade only.",3,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=010281&term=1257
Fall 2025,2025-2026,MOL,650,Leadership And Human Capital,"The fundamentals of leadership through the effective management of human resource competencies and functions, including recruiting and selection, performance management, labor relations, talent management, and professional development. Letter grade only.",3,Spring 2026; Summer 2026,https://catalog.nau.edu/Courses/course?courseId=010282&term=1257
Fall 2025,2025-2026,MOL,600,Management Information Systems,"Development, management, and effective use of information systems in organizations focusing on systems theory and utilizing basic reporting for decision making. Letter grade only.",3,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=011522&term=1257
Fall 2025,2025-2026,MOL,685,Graduate Research,"Individualized directed research on selected topics. Departmental consent required. Pass-fail or letter grade, depending on department policy. May be repeated for credit.",1-6,,https://catalog.nau.edu/Courses/course?courseId=012555&term=1257
Fall 2025,2025-2026,MS,101,Basic Military Science I,"Introduces U.S. Army, roles, history, and organization.  Introduces basic officer competencies. Teaches basic fitness, interpersonal communications, values, ethics, unique duties, and responsibilities of an officer.  Letter grade only.",1,,https://catalog.nau.edu/Courses/course?courseId=005538&term=1257
Fall 2025,2025-2026,MS,102,Basic Leadership,Introduces general model of problem solving.  Teaches basic skills underlying effective problem solving. Introduces fundamental leadership concepts.  Examines factors that influence leader and group effectiveness.  Letter grade only.,1,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=005539&term=1257
Fall 2025,2025-2026,MS,130,Leadership Lab,Military leadership and small unit tactics.  Develops leadership abilities through practical application and challenging outdoor activities.  Letter grade only.,1,,https://catalog.nau.edu/Courses/course?courseId=005540&term=1257
Fall 2025,2025-2026,MS,131,Leadership Lab,Military leadership and small unit tactics.  Develops leadership abilities through practical application and challenging outdoor activities.  Letter grade only.,1,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=005541&term=1257
Fall 2025,2025-2026,MS,150,Army Physical Fitness,Physical fitness training techniques designed to prepare for a graduated diagnostic test.  Letter grade only.  May be repeated for up to 2 units of credit.  Prerequisite:  Completion of documentation by first class to determine eligibility for enrollment.,1,,https://catalog.nau.edu/Courses/course?courseId=005542&term=1257
Fall 2025,2025-2026,MS,151,Army Physical Fitness,Continuation of MS 150.  Physical fitness training techniques designed to prepare for a graduated diagnostic test.  Letter grade only.  May be repeated for up to 2 units of credit.  Prerequisite:  Completion of documentation by first class to determine eligibility for enrollment.,1,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=005543&term=1257
Fall 2025,2025-2026,MS,170,Ranger Challenge,"Ranger Challenge is an intercollegiate competition between college Army ROTC programs, held as a series of single-elimination tournaments at Task Force (about ten Army ROTC programs each), Brigade, and International level (the ""Sandhurst"" competition), beginning in October every year. It involves 11-person teams competing in a combination of physical endurance, military skills, and tactical tasks carried out over two days of intense activity. Specific events within the competition can change from year to year. The top two teams in each task force compete at Brigade level. The top two teams from each Brigade get to compete in the annual ""Sandhurst"" competition involving a Military Academy team, as well as cadet teams from armies around the world. Letter grade only. May be repeated for up to 4 units of credit.",1,,https://catalog.nau.edu/Courses/course?courseId=005544&term=1257
Fall 2025,2025-2026,MS,199,Special Topics,Foundations of intellectual inquiry.  In-depth study of a substantive problem.  Letter grade only.  May be repeated for up to 6 units of credit.,1-3,,https://catalog.nau.edu/Courses/course?courseId=005547&term=1257
Fall 2025,2025-2026,MS,201,Leadership And Teamwork,Introduces principles and techniques of effective written and oral communication.  Teaches practical leader skills.  Examines principles of subordinate motivation and organizational change.  Applies leadership and problem-solving principles to case studies.  Letter grade only.,2,,https://catalog.nau.edu/Courses/course?courseId=005548&term=1257
Fall 2025,2025-2026,MS,202,Tactics And Officership,"Introduces basic tactical principles.  Examines roots of Army values.  Applies principles of ethical decision making.  Examines the foundations, duties, and functions of Army officers.  Analyzes officer roles in transition of the Army from Vietnam to the twenty-first century.  Letter grade only.",2,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=005549&term=1257
Fall 2025,2025-2026,MS,230,Leadership And Teamwork Lab,Military leadership and small unit tactics.  Develops leadership abilities through practical application and challenging outdoor activities.  Letter grade only.,1,,https://catalog.nau.edu/Courses/course?courseId=005552&term=1257
Fall 2025,2025-2026,MS,231,Leadership Lab,Continuation of MS 230.  Military leadership and small unit tactics.  Develops leadership abilities through practical application and challenging outdoor activities.  Letter grade only.,1,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=005553&term=1257
Fall 2025,2025-2026,MS,250,Army Physical Fitness,Physical fitness training techniques designed to prepare for a graduated diagnostic test.  Letter grade only.  May be repeated for up to 2 units of credit.  Prerequisite:  Completion of documentation by first class to determine eligibility for enrollment.,1,,https://catalog.nau.edu/Courses/course?courseId=005554&term=1257
Fall 2025,2025-2026,MS,251,Army Physical Fitness,Continuation of MS 250.  Physical fitness training techniques designed to prepare for a graduated diagnostic test.  Letter grade only.  May be repeated for up to 2 units of credit.  Prerequisite:  Completion of documentation by first class to determine eligibility for enrollment,1,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=005555&term=1257
Fall 2025,2025-2026,MS,299,Special Topics,"In-depth study of an aspect, concept, or problem.  Letter grade only.  May be repeated for up to 6 units of credit.",1-3,,https://catalog.nau.edu/Courses/course?courseId=005559&term=1257
Fall 2025,2025-2026,MS,301,Leadership And Problem Solving,"Theory, organization, and dynamics of combined arms team in combat operations; small unit offensive tactics and techniques; fire support systems and organic weapons of ground-gaining arms; leadership, management, and training techniques. Lab: Military leadership and small unit tactics. Develops leadership abilities through practical application and challenging outdoor activities. Must take lecture and lab components together. Letter grade only.",3,,https://catalog.nau.edu/Courses/course?courseId=005560&term=1257
Fall 2025,2025-2026,MS,302,Leading Small Organizations II,"Continuation of MS 301. Theory, organization, and dynamics of combined arms team in combat operations; small unit offensive tactics and techniques; fire support systems and organic weapons of ground-gaining arms; leadership, management, and training techniques.  Lab: Military leadership and small unit tactics. Develops leadership abilities through practical applications and challenging outdoor activities.  Must take lecture and lab components together. Letter grade only.",3,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=005562&term=1257
Fall 2025,2025-2026,MS,389,Cooperative Education,"Individualized preplanned cooperative employment experience related to
your field of study or career objectives. Department consent required. Pass-Fail only. May be repeated for up to 12 units of credit. Please complete the Cooperative Education Proposal form and obtain signatures of approval BEFORE registering. 
https://policy.nau.edu/policy/Documents/Cooperative_Education_Form_121317.pdf",1-12,,https://catalog.nau.edu/Courses/course?courseId=005570&term=1257
Fall 2025,2025-2026,MS,399,Special Topics,"In-depth study of an aspect, concept, or problem within a program of study.  Letter grade only.  May be repeated for up to 6 units of credit.",1-3,,https://catalog.nau.edu/Courses/course?courseId=005572&term=1257
Fall 2025,2025-2026,MS,401,Leadership And Management,"Legal system, career planning, post and installation support, personal affairs management, written and oral communication, military professional ethics, Army logistics system, and command and staff functions. Must take lecture and lab components together. Department consent required. Letter grade only.",3,,https://catalog.nau.edu/Courses/course?courseId=005573&term=1257
Fall 2025,2025-2026,MS,402,Transition To Lieutenant,"U.S. Army training management, military justice, U.S. Army personnel system, leadership, written and oral communication, and preparing for commissioning. Must take lecture and lab components together. Department consent required. Letter grade only.",3,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=005575&term=1257
Fall 2025,2025-2026,MS,408,Field Work Experience,Supervised field experience in an appropriate agency or organization.  Department consent required.  Pass-fail only.  May be repeated for credit.,1-12,,https://catalog.nau.edu/Courses/course?courseId=005577&term=1257
Fall 2025,2025-2026,MS,485,Undergraduate Research,Original research under the supervision of a research adviser.  Department consent required.  Pass-fail only.  May be repeated for up to 12 units of credit.,1-6,,https://catalog.nau.edu/Courses/course?courseId=005584&term=1257
Fall 2025,2025-2026,MS,497,Independent Study,Individualized approach to selected topics by guided reading and critical evaluation.  Department consent required.  Letter grade or pass-fail.  May be repeated for credit.  Please complete the Independent Study Proposal form and obtain signatures of approval BEFORE registering.  https://nau.edu/wp-content/uploads/sites/26/Independent_Study_Form_FINAL-3.pdf,1-6,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=005585&term=1257
Fall 2025,2025-2026,MS,499,Contemporary Developments,Examines recent trends and investigations in a selected area.  Letter grade only.  May be repeated for credit.,1-3,,https://catalog.nau.edu/Courses/course?courseId=005587&term=1257
Fall 2025,2025-2026,MS,360,American Military History,"This course covers the development of the American way of war, within the broader context of Western military history, from early colonial times to the present. The focus of the course is on the American military as it has emerged and changed within this development process, and its relationship with the society from which it springs. Department consent required. Letter grade only.",3,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=013298&term=1257
Fall 2025,2025-2026,MST,450,Cultural Institutions In Theory And Practice,Introduction to the history of museums and museum practice. Co-convened with MST 550. Letter grade only.,3,,https://catalog.nau.edu/Courses/course?courseId=010298&term=1257
Fall 2025,2025-2026,MST,460,Topics In Museum Studies,This course examines selected topics in museum studies.  Co-convenes with MST 560.  Letter grade only.  May be repeated for up to 6 units of credit.,3,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=010299&term=1257
Fall 2025,2025-2026,MST,408,Field Work Experience,Individualized supervised field experience in an appropriate agency or organization.  Pass/Fail only. May be repeated for up to 12 units of credit.,1-12,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=010507&term=1257
Fall 2025,2025-2026,MST,497,Independent Study,Individualized approach to selected topics by guided reading and critical evaluation.  Pass-fail or letter grade.  May be repeated for up to 12 units of credit.  Please complete the Independent Study Proposal form and obtain signatures of approval BEFORE registering.  https://nau.edu/wp-content/uploads/sites/26/Independent_Study_Form_FINAL-3.pdf,1-12,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=010508&term=1257
Fall 2025,2025-2026,MST,250,Museum Studies,This course introduces students to museums as cultural institutions and covers current controversies in the museum world. Letter grade only.,3,,https://catalog.nau.edu/Courses/course?courseId=010509&term=1257
Fall 2025,2025-2026,MST,599,Contemporary Developments,"Examines recent trends and investigations in a selected area. Pass-Fail or letter grade, depending on department policy.",1-3,,https://catalog.nau.edu/Courses/course?courseId=011004&term=1257
Fall 2025,2025-2026,MST,608,Fieldwork Experience,"Supervised field experience in an appropriate agency, organization, or situation.  May be repeated for up to 12 units of credit.  Pass-fail only.",1-12,,https://catalog.nau.edu/Courses/course?courseId=011338&term=1257
Fall 2025,2025-2026,MST,560,Topics In Museum Studies,"This course examines selected topics related to museum studies and museum practice (e.g., archives administration, conservation, collections management, curatorial practices, etc.).  Co-convened with MST 460.  Letter grade only.  May be repeated for up to 6 units of credit.",3,,https://catalog.nau.edu/Courses/course?courseId=011772&term=1257
Fall 2025,2025-2026,MST,485,Undergraduate Research,Individualized original research under the supervision of a research advisor. Pass-fail only,1-6,,https://catalog.nau.edu/Courses/course?courseId=012770&term=1257
Fall 2025,2025-2026,MST,250H,Museum Studies - Honors,This course introduces students to museums as cultural institutions and covers current controversies in the museum world. Letter grade only.,3,,https://catalog.nau.edu/Courses/course?courseId=014585&term=1257
Fall 2025,2025-2026,MST,460H,Topics In Museum Studies - Honors,This course examines selected topics in museum studies. Letter grade only. May be repeated for up to 6 units of credit.,3,,https://catalog.nau.edu/Courses/course?courseId=014600&term=1257
Fall 2025,2025-2026,MUP,101,Class Piano I For Majors,"Provides a complete orientation to the piano for beginning non-keyboard music majors. Emphasis on music reading, keyboard theory and technique, solo/ensemble repertoire, and creative activities within a group setting. Letter grade only.",1,,https://catalog.nau.edu/Courses/course?courseId=005589&term=1257
Fall 2025,2025-2026,MUP,102,Class Piano II,"Continued development of skills learned in MUP 101. Emphasis on music reading, keyboard theory and technique, solo/ensemble repertoire, choral score reading, and creative activities within a group setting. Letter grade only.",1,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=005590&term=1257
Fall 2025,2025-2026,MUP,107,Woodwind Techniques I,"Group instruction to learn the flute, clarinet, and saxophone for instrumental music education majors to teach in the public school. Letter grade only.",1,,https://catalog.nau.edu/Courses/course?courseId=005595&term=1257
Fall 2025,2025-2026,MUP,131,Percussion Techniques I,Group instruction to learn basic percussion skills for music education majors to teach in the public schools. Letter grade only.,1,,https://catalog.nau.edu/Courses/course?courseId=005596&term=1257
Fall 2025,2025-2026,MUP,109,Brass Techniques I,Group instruction to learn the trumpet and horn for music education majors to teach in the public schools. Letter grade only.,1,,https://catalog.nau.edu/Courses/course?courseId=005597&term=1257
Fall 2025,2025-2026,MUP,110,String Techniques I,Group instruction to learn the violin and viola for music education majors to teach in the public schools. Letter grade only.,1,,https://catalog.nau.edu/Courses/course?courseId=005598&term=1257
Fall 2025,2025-2026,MUP,111,"Private Lessons: Music Majors/Minors, Lower Division I","Admission to private lessons is granted through audition and by permission of the instructor.  One half-hour lesson per week for 1 unit of credit, one hour lesson per week for 2 or 3 units.  All students are required to attend the weekly master class(es). All students must take a performance jury at the end of each semester. Music majors must take an upper division jury at the end of their fourth semester of instruction. Letter grade only. Two completions of each topic are allowed.",1-3,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=005599&term=1257
Fall 2025,2025-2026,MUP,112,Private Lessons: Non-music Majors/Minors And Secondary Study - Lower Division I,Admission is granted through permission of the instructor and is limited to non-Music Majors/Minors or Music Majors/Minors studying on a secondary instrument.  Instructor consent required.  Letter grade only.  Two completions of each topic are allowed.  May be repeated for credit.,1-2,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=005600&term=1257
Fall 2025,2025-2026,MUP,199,Special Topics,Foundations of intellectual inquiry.  In-depth study of a substantive problem.  Letter grade only.  May be repeated for up to 6 units of credit.,1-3,,https://catalog.nau.edu/Courses/course?courseId=005621&term=1257
Fall 2025,2025-2026,MUP,201,Keyboard Harmony I,"Continued development of skills learned in MUP 102. Emphasis on music reading, keyboard theory and technique, solo/ensemble repertoire, instrumental/choral score reading, accompanying, and creative activities within a group setting. Letter grade only.",1,,https://catalog.nau.edu/Courses/course?courseId=005622&term=1257
Fall 2025,2025-2026,MUP,202,Keyboard Harmony II,"Continued development of skills learned in MUP 201. Emphasis on music reading, keyboard theory and technique, solo/ensemble repertoire, instrumental/choral score reading, accompanying, and creative activities within a group setting. Letter grade only.",1,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=005623&term=1257
Fall 2025,2025-2026,MUP,207,Woodwind Techniques II,"Group instruction to learn the double-reed instruments, the oboe and bassoon, for instrumental music education majors to teach in the public schools. Letter grade only.",1,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=005628&term=1257
Fall 2025,2025-2026,MUP,231,Percussion Techniques II,Group instruction to learn advanced percussion skills for music education wind majors to teach in the public schools. Letter grade only.,1,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=005629&term=1257
Fall 2025,2025-2026,MUP,209,Brass Techniques II,"Group instruction to learn the trombone, euphonium, and tuba for music education majors to teach in the public schools. Letter grade only.",1,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=005630&term=1257
Fall 2025,2025-2026,MUP,210,String Techniques II,Group instruction to learn the cello and double bass for music education majors to teach in the public schools. Letter grade only.,1,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=005631&term=1257
Fall 2025,2025-2026,MUP,211,"Private Lessons: Music Majors/Minors, Lower Division II","Admission to private lessons is granted through audition and by permission of the instructor.  One half-hour lesson per week for 1 unit of credit, one hour lesson per week for 2 or 3 units. All students are required to attend the weekly master class(es). All students must take a performance jury at the end of each semester. Music majors must take an upper division jury at the end of their fourth semester of instruction. Instructor consent required. Letter grade only.  Two completions of each topic are allowed.",1-3,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=005632&term=1257
Fall 2025,2025-2026,MUP,212,Private Lessons: Non-music Majors/Minors And Secondary Study-lower Division II,Admission is granted through permission of the instructor and is limited to non-Music Majors/Minors or Music Majors/Minors studying on a secondary instrument.  Instructor consent required.  Letter grade only.  Two completions of each topic are allowed.  May be repeated for credit.  Prerequisite:  Two terms of MUP 112 with grades of C or better.,1-2,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=005633&term=1257
Fall 2025,2025-2026,MUP,241,Jazz Improvisation I,"Jazz styles, improvisational theories, and techniques with emphasis on small groups playing supervised improvisation. Letter grade only. May be repeated for up to 4 units of credit.",2,,https://catalog.nau.edu/Courses/course?courseId=005672&term=1257
Fall 2025,2025-2026,MUP,242,Jazz Improvisation II,Continuation of MUP 241. Letter grade only.,2,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=005673&term=1257
Fall 2025,2025-2026,MUP,299,Special Topics,"In-depth study of an aspect, concept, or problem.  Letter grade only.  May be repeated for up to 6 units of credit.",1-3,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=005675&term=1257
Fall 2025,2025-2026,MUP,311,"Private Lessons: Music Majors/Minors, Upper Division I","Admission to private lessons is granted through audition and by permission of the instructor. One half-hour lesson per week for 1 unit of credit, one hour lesson per week for 2 or 3 credits. All students are required to attend the weekly master class(es). All students must take a performance jury at the end of each semester. Music majors must have passed the upper division jury before enrolling in upper division lessons. Letter grade only. Two completions of each topic are allowed.",1-3,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=005681&term=1257
Fall 2025,2025-2026,MUP,312,Private Lessons: Non-music Majors/Minors And Secondary Study- Upper Division I,Admission is granted through permission of the instructor and is limited to non-Music Majors/Minors or Music Majors/Minors studying on a secondary instrument.  Instructor consent required.  Letter grade only.  Two completions of each topic are allowed.  May be repeated for credit.  Prerequisite:  Two terms of MUP 212 with grades of C or better.,1-2,,https://catalog.nau.edu/Courses/course?courseId=005682&term=1257
Fall 2025,2025-2026,MUP,360,"Choral/Vocal Ensemble, Upper Division I",Department consent required.  Letter grade only.  Two completions of each topic are allowed.  May be repeated for credit.,1,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=005720&term=1257
Fall 2025,2025-2026,MUP,370,"Instrument Ensemble, Upper Division I",Membership chosen by audition. Department consent required. Letter grade only. Two completions of each topic are allowed.,1,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=005730&term=1257
